"","Id","Date","Block4.m","Block4.sd","Block7.m","Block7.sd","diff","full.sd","d"
"1","4ep98ouvk1djpovnghl740ankr","04-23-2021 23:27","732","300.049910378171","884.775","284.334264058957","152.775","300.441973746359","0.508500853242886"
"2","7pl0jekjacfs8gldu3kuke1eqp","04-23-2021 23:17","1372.39393939394","654.68264923711","845.675","255.894247738477","-526.71893939394","543.725401654981","-0.968722332616284"
