0,0,F,4,1,397
0,1,M,0,0,133
0,2,M,3,1,258
0,3,M,5,1,231
0,4,M,6,1,198
0,5,M,0,1,193
0,6,M,1,1,188
0,7,M,4,1,198
0,8,M,3,1,226
0,9,M,5,1,213
0,10,F,4,0,46
0,11,M,7,0,136
0,12,F,1,0,62
0,13,F,4,1,147
0,14,F,1,1,179
0,15,M,6,1,206
0,16,F,0,0,164
0,17,F,1,1,195
0,18,M,3,0,20
0,19,F,6,0,156
1,0,L,0,0,231
1,1,S,5,0,37
1,2,S,2,1,186
1,3,S,3,1,182
1,4,L,4,0,145
1,5,L,0,1,195
1,6,S,2,0,86
1,7,S,4,1,180
1,8,L,1,0,87
1,9,S,5,0,135
1,10,S,0,1,194
1,11,S,5,1,197
1,12,S,2,2,193
1,13,S,4,1,217
1,14,L,6,0,152
1,15,L,5,1,207
1,16,L,2,1,189
1,17,L,4,1,190
1,18,L,2,1,201
1,19,L,1,1,182
2,0,M,7,0,372
2,1,L,4,0,169
2,2,F,5,1,178
2,3,L,2,1,202
2,4,M,2,0,92
2,5,S,6,1,212
2,6,F,3,0,73
2,7,S,2,0,140
2,8,F,0,0,68
2,9,L,5,1,178
2,10,M,7,1,202
2,11,L,3,0,179
2,12,M,0,0,27
2,13,L,1,0,163
2,14,F,5,1,196
2,15,L,6,1,191
2,16,M,1,0,57
2,17,L,4,0,148
2,18,M,2,0,78
2,19,S,6,1,202
2,20,M,4,1,227
2,21,L,0,0,16
2,22,F,0,0,174
2,23,S,5,0,15
2,24,M,3,1,193
2,25,L,2,0,149
2,26,M,6,0,52
2,27,L,4,0,158
2,28,M,3,0,56
2,29,S,3,1,173
2,30,F,4,0,146
2,31,S,4,0,19
2,32,M,2,1,209
2,33,S,6,1,244
2,34,F,7,0,152
2,35,L,2,1,201
2,36,M,1,0,91
2,37,L,6,0,92
2,38,F,6,1,189
2,39,S,5,0,175
3,0,F,6,1,352
3,1,L,5,1,179
3,2,M,1,0,148
3,3,L,0,0,33
3,4,F,6,1,215
3,5,L,1,0,209
3,6,F,5,1,217
3,7,S,3,0,70
3,8,M,0,1,230
3,9,S,5,1,220
3,10,M,6,2,233
3,11,S,3,1,214
3,12,F,2,0,160
3,13,L,6,1,196
3,14,M,5,0,108
3,15,S,5,0,213
3,16,M,6,2,236
3,17,L,2,0,172
3,18,F,4,1,187
3,19,L,3,1,199
3,20,F,0,1,178
3,21,L,2,0,189
3,22,M,4,0,11
3,23,S,6,1,242
3,24,F,7,0,150
3,25,S,2,0,119
3,26,F,3,0,86
3,27,S,4,0,137
3,28,F,6,0,63
3,29,S,5,0,172
3,30,F,2,0,24
3,31,L,3,0,198
3,32,M,6,0,18
3,33,S,6,1,246
3,34,M,3,1,218
3,35,S,1,1,217
3,36,M,5,1,227
3,37,L,0,0,54
3,38,M,2,1,260
3,39,L,3,0,149
4,0,M,6,0,252
4,1,M,4,1,185
4,2,F,0,0,63
4,3,F,6,1,257
4,4,F,4,1,238
4,5,F,3,1,207
4,6,F,5,1,213
4,7,M,7,0,44
4,8,M,3,1,238
4,9,M,5,0,183
4,10,M,7,1,207
4,11,F,4,0,45
4,12,M,2,0,171
4,13,M,4,1,213
4,14,M,7,1,225
4,15,M,1,1,203
4,16,M,4,1,207
4,17,M,7,1,236
4,18,M,3,0,213
4,19,M,6,1,225
5,0,M,5,1,295
5,1,L,4,1,218
5,2,F,0,0,165
5,3,S,0,1,246
5,4,F,5,1,237
5,5,S,2,1,218
5,6,F,7,1,232
5,7,S,6,1,237
5,8,M,4,0,15
5,9,S,2,1,211
5,10,M,7,0,190
5,11,S,6,0,13
5,12,F,3,1,210
5,13,L,1,0,170
5,14,M,4,1,200
5,15,L,5,1,231
5,16,F,6,0,12
5,17,L,1,0,199
5,18,M,2,1,211
5,19,L,3,1,218
5,20,F,5,0,25
5,21,S,5,1,223
5,22,M,0,0,162
5,23,L,6,1,188
5,24,F,1,0,46
5,25,L,2,0,157
5,26,F,3,0,72
5,27,S,0,1,240
5,28,M,0,0,74
5,29,S,1,0,146
5,30,F,7,1,217
5,31,S,6,2,256
5,32,F,6,1,223
5,33,S,5,1,239
5,34,M,7,1,320
5,35,S,6,0,142
5,36,M,5,0,95
5,37,S,5,0,206
5,38,F,6,2,287
5,39,L,3,1,290
6,0,M,6,1,336
6,1,S,4,0,164
6,2,M,2,0,41
6,3,S,5,0,193
6,4,M,6,0,11
6,5,L,3,0,207
6,6,M,1,1,207
6,7,S,0,0,55
6,8,M,4,0,187
6,9,L,3,1,247
6,10,F,3,0,107
6,11,L,5,0,145
6,12,M,0,1,237
6,13,L,4,1,268
6,14,M,2,1,285
6,15,S,0,0,223
6,16,F,4,1,332
6,17,S,3,1,359
6,18,F,3,1,322
6,19,L,1,0,111
6,20,F,2,0,291
6,21,S,3,1,330
6,22,F,1,1,416
6,23,S,4,1,394
6,24,M,3,0,78
6,25,L,3,1,291
6,26,F,7,0,263
6,27,L,2,0,43
6,28,M,0,1,245
6,29,L,5,0,250
6,30,F,2,0,12
6,31,S,3,1,255
6,32,M,5,1,247
6,33,S,4,1,224
6,34,F,0,0,226
6,35,S,2,1,234
6,36,M,1,0,11
6,37,S,1,0,230
6,38,F,4,1,234
6,39,S,3,1,268
