0,0,M,6,0,74
0,1,M,2,1,208
0,2,M,1,1,192
0,3,M,2,1,172
0,4,M,3,1,225
0,5,F,4,0,121
0,6,F,6,1,230
0,7,M,3,0,85
0,8,M,7,1,230
0,9,F,2,0,110
0,10,M,3,0,96
0,11,F,6,0,145
0,12,F,1,1,216
0,13,M,3,0,104
0,14,M,2,1,275
0,15,F,5,0,135
0,16,F,4,1,251
0,17,M,5,0,107
0,18,F,4,0,116
0,19,M,3,0,130
1,0,S,4,0,191
1,1,L,0,0,105
1,2,S,4,0,130
1,3,S,6,1,245
1,4,S,0,1,202
1,5,S,1,1,221
1,6,S,4,2,208
1,7,L,2,0,142
1,8,S,6,0,47
1,9,S,0,1,183
1,10,S,1,1,198
1,11,S,3,1,165
1,12,S,0,2,248
1,13,S,2,2,317
1,14,S,5,0,134
1,15,S,3,2,217
1,16,S,4,2,273
1,17,L,6,0,64
1,18,S,2,2,288
1,19,S,6,2,236
2,0,F,1,0,186
2,1,S,5,0,57
2,2,M,5,1,238
2,3,L,2,0,92
2,4,F,7,0,44
2,5,S,3,2,320
2,6,M,2,1,268
2,7,S,2,3,254
2,8,F,4,1,277
2,9,L,5,0,83
2,10,M,7,0,53
2,11,L,4,1,172
2,12,F,3,0,149
2,13,S,3,0,41
2,14,F,5,0,65
2,15,L,4,0,146
2,16,F,7,1,194
2,17,S,5,1,95
2,18,M,5,1,182
2,19,L,4,0,63
2,20,F,3,1,137
2,21,L,6,0,114
2,22,M,5,0,98
2,23,L,1,0,17
2,24,M,6,0,190
2,25,S,5,1,194
2,26,M,0,1,208
2,27,L,2,0,156
2,28,M,5,0,17
2,29,L,3,0,182
2,30,M,0,0,71
2,31,S,0,1,185
2,32,F,2,0,72
2,33,L,2,1,165
2,34,F,6,0,153
2,35,S,5,0,34
2,36,M,2,1,139
2,37,S,1,1,198
2,38,F,3,0,140
2,39,L,2,0,172
3,0,M,6,0,164
3,1,L,3,0,49
3,2,F,5,0,158
3,3,S,0,0,12
3,4,F,7,0,163
3,5,S,4,0,26
3,6,F,6,0,159
3,7,S,3,0,36
3,8,M,3,1,186
3,9,S,2,1,221
3,10,F,6,0,72
3,11,L,5,1,177
3,12,F,2,1,170
3,13,L,0,1,183
3,14,M,5,0,14
3,15,S,1,1,203
3,16,M,6,1,196
3,17,L,0,0,145
3,18,F,4,1,192
3,19,S,2,0,64
3,20,F,0,0,138
3,21,S,0,0,69
3,22,F,5,0,113
3,23,L,1,1,205
3,24,M,4,0,103
3,25,L,5,0,55
3,26,M,5,0,139
3,27,L,0,0,21
3,28,F,0,0,176
3,29,L,5,1,196
3,30,F,3,1,190
3,31,L,0,1,196
3,32,M,5,0,109
3,33,L,6,0,85
3,34,F,7,1,176
3,35,S,3,1,205
3,36,F,1,0,191
3,37,S,1,0,16
3,38,F,6,0,178
3,39,S,2,0,70
4,0,M,0,1,203
4,1,F,3,1,207
4,2,M,1,0,194
4,3,M,7,1,215
4,4,F,6,0,39
4,5,M,5,0,165
4,6,M,0,1,220
4,7,F,7,0,79
4,8,F,5,1,280
4,9,M,4,0,92
4,10,F,5,0,129
4,11,M,2,0,81
4,12,M,1,1,209
4,13,F,4,0,159
4,14,M,1,0,84
4,15,M,3,1,254
4,16,F,4,0,175
4,17,M,2,0,64
4,18,M,0,1,249
4,19,F,7,0,170
5,0,M,0,1,201
5,1,L,3,1,182
5,2,F,1,1,199
5,3,L,1,0,170
5,4,F,3,0,59
5,5,L,3,0,141
5,6,F,5,0,54
5,7,S,5,1,237
5,8,M,2,0,116
5,9,L,6,1,183
5,10,F,1,0,157
5,11,S,1,2,276
5,12,M,2,0,181
5,13,L,4,1,208
5,14,F,3,0,87
5,15,S,1,1,208
5,16,F,2,1,230
5,17,S,5,1,243
5,18,F,6,1,230
5,19,S,2,2,259
5,20,F,3,1,225
5,21,S,1,1,256
5,22,F,1,1,225
5,23,L,5,0,101
5,24,F,0,0,115
5,25,S,1,1,243
5,26,M,6,0,60
5,27,L,4,1,214
5,28,M,3,1,211
5,29,S,0,1,243
5,30,F,7,1,216
5,31,L,2,0,126
5,32,F,2,0,110
5,33,S,4,1,232
5,34,F,7,2,271
5,35,S,5,1,234
5,36,F,6,1,235
5,37,S,0,1,222
5,38,F,0,1,256
5,39,L,5,0,73
6,0,M,4,1,189
6,1,S,4,1,217
6,2,F,2,1,214
6,3,S,0,1,229
6,4,F,6,1,240
6,5,L,3,0,86
6,6,F,3,0,171
6,7,L,4,0,10
6,8,M,2,0,184
6,9,L,2,1,195
6,10,M,3,0,194
6,11,L,4,1,205
6,12,M,7,1,217
6,13,S,1,0,137
6,14,M,1,0,76
6,15,L,5,1,207
6,16,M,4,1,197
6,17,L,4,0,198
6,18,F,1,0,15
6,19,L,0,0,182
6,20,F,3,0,12
6,21,L,4,0,173
6,22,F,0,0,51
6,23,L,1,0,160
6,24,F,7,0,58
6,25,L,3,0,154
6,26,M,4,1,208
6,27,S,0,0,66
6,28,M,3,0,125
6,29,L,2,1,196
6,30,M,4,1,197
6,31,S,5,0,192
6,32,M,7,0,11
6,33,L,3,0,206
6,34,F,0,0,25
6,35,S,2,1,248
6,36,F,2,1,230
6,37,S,4,1,193
6,38,F,7,1,209
6,39,L,6,0,62
